Weight_Density,Charge_Cycle,Charge_Description,Charge_ID,Contract_Start_Date,SK_Contract_Start_Date,SK_Charge,Price,SOURCE_SYSTEM,Contract_Stop_Date,Contract_Type,Charge_Waste_Code,Charge_Waste_Code_Description,Is_Contracted,Units,Is_Deleted,Deletion_Date,Charge_Frequency
C80,1,Clear 1.5M Bin,CH186320,2016-12-08 00:00:00.0000000,NULL,478149,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,Y00,12 Mth Rent 1100LT Co-Min,CH117734,2020-05-01 00:00:00.0000000,20200501,654600,0.000,VRP,2022-05-01 00:00:00.0000000,R2,NULL,NULL,0,1.000,0,NULL,NULL
C100,4,Clear 660LT Cart,CH310338,2021-02-08 00:00:00.0000000,20210208,882838,34.140,VRP,2023-02-08 00:00:00.0000000,S2,NULL,NULL,1,1.000,0,NULL,42
C90,2,Clear 660LT Recycle Cart,CH118247,2019-07-01 00:00:00.0000000,20190701,695515,9.370,VRP,2020-10-26 00:00:00.0000000,D,NULL,NULL,0,1.000,1,2021-10-05 18:59:25.0940000,21
C120,1,Clear 1.5M Bin,CH115864,2021-11-15 00:00:00.0000000,20211115,540388,74.300,VRP,2024-11-15 00:00:00.0000000,R3,NULL,NULL,1,1.000,0,NULL,11
DCXAA4FANN,M,Rent Monthly 240LT Clinic,CH518263,2019-07-01 00:00:00.0000000,20190701,816777,3.500,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,NULL
C140,4,Clear 4.5M Bin,CH133485,2021-11-01 00:00:00.0000000,20211101,644315,138.170,VRP,2025-10-31 00:00:00.0000000,R4,NULL,NULL,1,1.000,0,NULL,42
NULL,R,Tip P/Tonne 15M Bin (HL),CH296937,2020-06-26 00:00:00.0000000,20200626,492226,280.000,VRP,2021-06-26 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
C80,R,Clear 3.0M Bin,CH62280,2020-08-01 00:00:00.0000000,20200801,733020,92.900,VRP,2022-08-01 00:00:00.0000000,R2,60,General Dry Waste only,1,2.000,0,NULL,NULL
NULL,W,Rent 3.0M Recycle Bin,CH69527,2019-04-01 00:00:00.0000000,20190401,531870,2.110,VRP,2022-04-30 00:00:00.0000000,D,NULL,NULL,0,2.000,0,NULL,NULL
E159,R,Clear 8.0M Skip Bin,CH267444,2020-05-06 00:00:00.0000000,20200506,230346,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,M,Rent Monthly 3.0M Recycle,CH173455,2019-11-01 00:00:00.0000000,NULL,190733,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,1,Rebate for Plastic,CH132221,2020-01-01 00:00:00.0000000,20200101,77454,0.000,VRP,2022-12-31 00:00:00.0000000,D,20,Plastic-LDPE Recycle,1,1.000,0,NULL,11
NULL,D,Rent Daily PortableToilet,CH253140,2021-09-14 00:00:00.0000000,20210914,1516044,5.000,VRP,2022-09-14 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,NULL
C80,6,Clear 1.5M Bin,CH97788,2021-08-30 00:00:00.0000000,20210830,692011,90.330,VRP,2024-08-30 00:00:00.0000000,R3,NULL,NULL,1,1.000,0,NULL,65
c80,1,Clear 1.5M Bin,CH123030,2019-10-17 00:00:00.0000000,20191017,504319,41.170,VRP,2022-10-16 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,11
NULL,Y00,12 Mth Rent 1100LT Recycl,CH62155,2020-10-29 00:00:00.0000000,20201029,743921,0.000,VRP,2021-10-29 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,NULL
c100,R,Clear 240LT Cart Nil Chg,CH234362,2020-01-01 00:00:00.0000000,20200101,900327,0.000,VRP,2022-12-31 00:00:00.0000000,D,60,General Dry Waste only,1,7.000,0,NULL,REQ
NULL,W,Rent 1.1M Bin,CH223389,2017-07-10 00:00:00.0000000,20170710,178127,3.400,VRP,2020-07-10 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,NULL
DADDAFDAAL,R,Tip P/Tonne 30M Bin,CH263566,2019-09-01 00:00:00.0000000,20190901,234938,188.070,VRP,2022-08-31 00:00:00.0000000,D,60,General Dry Waste only,1,1.000,0,NULL,REQ
C100,R,Clear 3.0M Bin,CH179769,2017-05-17 00:00:00.0000000,20170517,789384,156.130,VRP,2020-05-17 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,REQ
NULL,Y00,12 Mth Rent 1.5M Bin,CH115865,2021-11-15 00:00:00.0000000,20211115,690167,0.000,VRP,2024-11-15 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,NULL
NULL,M,Rent Monthly 3.0m Bin,CH61291,2014-02-26 00:00:00.0000000,20140226,678528,7.500,VRP,2017-02-26 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear 6.0M Bin (LO),CH528084,2021-04-06 00:00:00.0000000,20210406,1385947,432.000,VRP,2024-05-31 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,Y00,12 Mth Rent 1.1M Bin,CH62153,2020-10-29 00:00:00.0000000,20201029,533327,0.000,VRP,2021-10-29 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,NULL
C80,2,Clear 240LT Co-Mingle Car,CH246909,2021-05-17 00:00:00.0000000,20210517,1434220,14.900,VRP,2023-05-17 00:00:00.0000000,S2,NULL,NULL,1,1.000,0,NULL,21
E25,1,Clear 240LT Rec Nil Chg,CH180458,2017-06-30 00:00:00.0000000,20170630,564317,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,4.000,0,NULL,11
C80,1,Clear 1100LT Cart,CH117733,2020-05-01 00:00:00.0000000,20200501,745636,33.110,VRP,2022-05-01 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,11
E100,2,Clear 4.5M Recycle Bin,CH219610,2020-05-01 00:00:00.0000000,20200501,900908,41.310,VRP,2023-04-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,22
DCXAAQDAAA,12,Grease Trap Service P/LTR,CH514006,2019-07-01 00:00:00.0000000,20190701,510001,0.170,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,2000.000,0,NULL,C9
DA9DAEVBSN,R,Clear Customer 25M Packer,CH513827,2019-07-01 00:00:00.0000000,20190701,536507,210.450,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
C30,1,Clear 240LT Cart,CH62239,2020-09-04 00:00:00.0000000,20200904,815674,7.600,VRP,2023-09-04 00:00:00.0000000,S3,NULL,NULL,1,5.000,0,NULL,11
NULL,V,Tip P/LTR Oily Water,CH31736,2018-02-28 00:00:00.0000000,20180228,576717,0.290,VRP,2020-02-27 00:00:00.0000000,R2,NULL,NULL,0,1000.000,0,NULL,REQ
NULL,R,Clear 6.0M Skip Bin,CH223570,2020-11-30 00:00:00.0000000,20201130,853891,438.500,VRP,2021-02-28 00:00:00.0000000,T,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C60,1,Clear 660LT Co-Mingle Car,CH247359,2021-06-21 00:00:00.0000000,20210621,1441515,25.100,VRP,2024-06-21 00:00:00.0000000,S3,NULL,NULL,1,1.000,1,2021-09-14 19:53:37.0650000,NULL
NULL,R,Clear 4.0M Skip Bin,CH280303,2021-01-20 00:00:00.0000000,20210120,874673,300.000,VRP,2022-01-31 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
C180,2,Clear 1.5M Bin,CH13570,2021-02-10 00:00:00.0000000,20210210,730013,152.500,VRP,2024-02-10 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,22
NULL,R,Tip P/M3 8.0M Bin (LO),CH526841,2021-03-10 00:00:00.0000000,20210310,895504,0.000,VRP,2022-03-10 00:00:00.0000000,T,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 3.0M Bin,CH506641,2020-01-31 00:00:00.0000000,20200131,650761,13.200,VRP,2021-01-30 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear 12M Bin (HL),CH135130,2021-02-15 00:00:00.0000000,20210215,885067,240.000,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C160,2,Clear 1.5M Org Bin NilChg,CH289575,2020-01-01 00:00:00.0000000,20200101,1444951,0.000,VRP,2022-12-31 00:00:00.0000000,D,40,Organic,1,1.000,0,NULL,22
C100,4,Clear 4.5M Bin,CH295063,2021-10-06 00:00:00.0000000,20211006,1523873,120.280,VRP,2023-10-06 00:00:00.0000000,SN,60,General Dry Waste only,1,1.000,0,NULL,44
DB4BAEBAYL,1,Clear 1.5M Bin,CH167768,2020-05-01 00:00:00.0000000,20200501,34364,43.910,VRP,2023-04-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
E222,4,Clear 1.5M Bin,CH16085,2016-07-14 00:00:00.0000000,20160714,763991,88.670,VRP,2019-07-14 00:00:00.0000000,S3,NULL,NULL,0,1.000,1,2021-09-16 19:43:16.2690000,NULL
SIMSV00083,2,Clear 660LT QuarantineBin,CH235394,2019-09-01 00:00:00.0000000,20190901,355142,214.620,VRP,2021-08-31 00:00:00.0000000,D,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Tip P/Tonne 23M Bin,CH1334,2021-06-08 00:00:00.0000000,20210608,215724,270.000,VRP,2024-06-07 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,REQ
NULL,W,Rent 3.0M Bin,CH92088,2015-05-26 00:00:00.0000000,20150526,673214,5.000,VRP,2018-05-26 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,NULL
E120,R,Clear 3.0M Bin,CH218886,2021-02-10 00:00:00.0000000,20210210,883212,101.290,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 6.0M Skip Bin,CH212281,2020-10-12 00:00:00.0000000,NULL,830802,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 6.0M Skip Bin,CH220855,2020-11-03 00:00:00.0000000,NULL,841686,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Tip P/Tonne 9.0M Skip Bin,CH253362,2021-08-06 00:00:00.0000000,20210806,1532110,0.000,VRP,2021-12-06 00:00:00.0000000,T,NULL,NULL,0,1.000,0,2021-11-15 01:51:51.6720000,REQ
NULL,R,Clear 12M Skip Bin,CH259315,2019-09-24 00:00:00.0000000,NULL,67161,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,1,Clear Clinical Waste P/KG,CH458467,2021-05-02 00:00:00.0000000,20210502,732531,2.030,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,1,1.000,0,NULL,11
DACAAPVAAA,R,Levy Environmental Permit,CH187551,2019-05-15 00:00:00.0000000,20190515,549741,26.950,VRP,2022-05-14 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,REQ
NULL,Y00,12 Mth Rent 15M Bin (HL),CH210555,2020-08-20 00:00:00.0000000,NULL,617668,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E93,1,Clear 1.5M Bin,CH91380,2014-07-01 00:00:00.0000000,20140701,507946,46.220,VRP,2019-07-01 00:00:00.0000000,D,NULL,NULL,0,2.000,0,NULL,11
NULL,W,Rent 240LT Co-Mingle Cart,CH268477,2018-10-08 00:00:00.0000000,20181008,786704,1.100,VRP,2021-10-08 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,NULL
NULL,16,Levy Environmental Permit,CH125422,2019-10-01 00:00:00.0000000,20191001,604030,10.400,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C 25,2,Clear 240LT Co-Mingle Car,CH238898,2017-01-09 00:00:00.0000000,20170109,584852,12.910,VRP,2019-01-09 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,21
NULL,R,Tip P/Tonne 15M Bin (HL),CH519088,2020-01-01 00:00:00.0000000,20200101,824364,0.000,VRP,2022-12-31 00:00:00.0000000,T,60,General Dry Waste only,0,1.000,0,NULL,REQ
NULL,M,Rent Monthly 1100LT Co-Mi,CH185527,2019-11-01 00:00:00.0000000,NULL,179563,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
DIBBAEBAYO,1,Clear 1.5M Bin,CH147336,2018-08-01 00:00:00.0000000,20180801,706382,46.370,VRP,2021-07-31 00:00:00.0000000,D,NULL,NULL,0,1.000,0,2021-11-15 01:51:51.6720000,11
C140,4,Clear 3.0M Bin,CH211145,2020-09-01 00:00:00.0000000,20200901,814240,121.600,VRP,2022-09-01 00:00:00.0000000,S2,NULL,NULL,1,1.000,0,NULL,43
NULL,W,Rent 240LT Recycle Cart,CH198806,2018-05-01 00:00:00.0000000,20180501,139523,1.500,VRP,2021-05-01 00:00:00.0000000,RN,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,1,Clear Customer 3.0M Recyc,CH270454,2019-07-01 00:00:00.0000000,20190701,337115,18.600,VRP,2021-06-30 00:00:00.0000000,D,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C250,8,Clear 1.5M Bin,CH72703,2019-10-04 00:00:00.0000000,20191004,110128,134.200,VRP,2020-10-04 00:00:00.0000000,RN,60,General Dry Waste only,0,1.000,0,NULL,88
C50,4,Clear 3.0M Recycle Bin,CH173454,2019-11-01 00:00:00.0000000,NULL,340685,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,Y00,12 Mth Rent 3.0M Bin,CH107985,2019-04-01 00:00:00.0000000,20190401,748712,0.000,VRP,2022-03-31 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,NULL
NULL,W,Rent 1100LT Co-Mingle Car,CH254602,2015-11-01 00:00:00.0000000,20151101,243995,9.000,VRP,2021-07-31 00:00:00.0000000,D,NULL,NULL,0,5.000,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 3.0M Bin,CH16599,2016-02-10 00:00:00.0000000,20160210,592830,9.900,VRP,2018-02-10 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,NULL
E25,1,Clear 360LT Rec Nil Chg,CH180466,2017-06-30 00:00:00.0000000,20170630,769454,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
C90,R,Clear 1.1M Bin,CH235899,2019-05-06 00:00:00.0000000,20190506,262068,38.530,VRP,2021-05-06 00:00:00.0000000,RN,60,General Dry Waste only,0,2.000,0,NULL,REQ
NULL,R,Clear 6.0M Bin (LO),CH132700,2020-10-21 00:00:00.0000000,NULL,836015,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C100,1,Clear 1100LT Cart,CH139412,2021-10-01 00:00:00.0000000,20211001,1508207,28.000,VRP,2024-10-01 00:00:00.0000000,R3,NULL,NULL,1,1.000,0,NULL,11
C80,1,Clear 240LT Cart,CH308257,2020-12-01 00:00:00.0000000,20201201,866492,15.260,VRP,2022-12-01 00:00:00.0000000,S2,NULL,NULL,1,3.000,0,NULL,11
E40,2,Clear 1.5M Recycle Bin,CH116957,2015-06-04 00:00:00.0000000,20150604,548061,47.420,VRP,2017-06-03 00:00:00.0000000,R2,NULL,NULL,0,1.000,0,NULL,22
C80,2,Clear 3.0M Bin,CH229641,2019-06-01 00:00:00.0000000,20190601,514062,97.100,VRP,2022-06-01 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,21
NULL,Y00,12 Mth Rent 3.0M Bin,CH117767,2021-02-01 00:00:00.0000000,20210201,542207,0.000,VRP,2022-02-01 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear 240LT Conf Cart,CH89004,2019-12-10 00:00:00.0000000,20191210,615549,82.600,VRP,2022-12-10 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,REQ
E70,1,Clear 1100LT Co-Mingle Ca,CH114136,2011-10-04 00:00:00.0000000,20111004,801253,27.000,VRP,2050-12-31 00:00:00.0000000,SO,NULL,NULL,1,1.000,0,NULL,11
NULL,1,Service Nappy Bin,CH458296,2021-05-02 00:00:00.0000000,20210502,802571,7.000,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,1,75.000,0,NULL,11
NULL,R,Tip P/Tonne 15M Bin (HL),CH121603,2019-09-27 00:00:00.0000000,20190927,627196,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E120,2,Clear 3.0M Bin,CH174452,2016-12-19 00:00:00.0000000,20161219,621386,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
c80,1,Clear 1.5M Bin Nil Charge,CH247357,2020-01-01 00:00:00.0000000,20200101,1476050,0.000,VRP,2022-12-31 00:00:00.0000000,D,NULL,NULL,1,2.000,0,NULL,11
C60,1,Clear 240LT Cart,CH125734,2020-04-01 00:00:00.0000000,20200401,675865,18.040,VRP,2023-04-01 00:00:00.0000000,S3,NULL,NULL,1,4.000,0,NULL,11
U115,2,Clear 3.0M Bin,CH107984,2019-04-01 00:00:00.0000000,20190401,641635,113.900,VRP,2022-03-31 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,21
NULL,R,Clear 4.0M Skip Bin,CH214097,2019-08-06 00:00:00.0000000,20190806,738643,435.300,VRP,2019-11-06 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
E80,1,Contract Clear 240LT Cart,CH214635,2021-07-01 00:00:00.0000000,20210701,673142,0.000,VRP,2022-06-30 00:00:00.0000000,SO,NULL,NULL,1,1.000,0,NULL,11
NULL,R,Service 10LT Sharps Bin,CH198320,2021-09-27 00:00:00.0000000,20210927,776148,48.400,VRP,2022-09-27 00:00:00.0000000,S1,NULL,NULL,1,4.000,0,NULL,REQ
NULL,R,Tip P/Tonne 12M Bin (HL),CH135131,2021-02-15 00:00:00.0000000,20210215,885252,175.000,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C60,R,Clear 1.5M Recycle Bin,CH109479,2018-05-28 00:00:00.0000000,20180528,631309,25.750,VRP,2020-05-27 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,REQ
C100,4,Clear 1100LT Cart,CH292721,2021-08-16 00:00:00.0000000,20210816,1495239,40.000,VRP,2024-08-16 00:00:00.0000000,SN,60,General Dry Waste only,1,1.000,0,NULL,43
NULL,R,Clear 15M Bin (HL),CH191972,2018-07-09 00:00:00.0000000,20180709,485821,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C35,1,Clear 4.5M Rec Nil Charge,CH131644,2020-01-01 00:00:00.0000000,20200101,86468,0.000,VRP,2022-12-31 00:00:00.0000000,D,10,Cardboard Recycle,1,2.000,0,NULL,11
NULL,W,Rent 240LT Cart,CH250291,2020-12-10 00:00:00.0000000,20201210,792083,1.200,VRP,2023-12-10 00:00:00.0000000,R3,NULL,NULL,0,2.000,0,NULL,NULL
NULL,R,Clear 9.0M Bin (LO),CH212280,2018-12-01 00:00:00.0000000,20181201,662090,448.180,VRP,2021-11-30 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Clear 4.0M Bin (LO),CH532015,2020-11-01 00:00:00.0000000,20201101,1436120,305.000,VRP,2021-10-31 00:00:00.0000000,S1,NULL,NULL,1,1.000,1,2021-09-17 20:09:32.1090000,NULL
C80,1,Clear 1.5M Bin,CH279789,2019-07-01 00:00:00.0000000,20190701,485023,60.000,VRP,2020-04-06 00:00:00.0000000,D,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Truck Hire P/Hour,CH228234,2021-01-18 00:00:00.0000000,20210118,873526,144.450,VRP,2022-01-18 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
E80,R,Clear Customer 240LT Cart,CH502894,2019-12-11 00:00:00.0000000,20191211,659548,19.510,VRP,2020-06-30 00:00:00.0000000,SO,NULL,NULL,0,2.000,0,NULL,REQ
NULL,R,Clear 6.0M Skip Bin,CH248991,2021-08-13 00:00:00.0000000,20210813,1488713,402.500,VRP,2021-11-13 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
C60,1,Clear 240LT Cart,CH268474,2018-10-08 00:00:00.0000000,20181008,504669,13.730,VRP,2021-10-08 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,11
E10,R,Clear 3.0M Clean Up Bin,CH185437,2017-11-23 00:00:00.0000000,20171123,505502,142.850,VRP,2018-11-23 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Tip P/LTR TripleIntercept,CH184910,2017-11-08 00:00:00.0000000,20171108,692615,4116.220,VRP,2018-11-08 00:00:00.0000000,T,NULL,NULL,0,2.000,0,NULL,REQ
NULL,W,Rent 1.5M Bin,CH9057,2021-09-29 00:00:00.0000000,20210929,792281,5.600,VRP,2024-10-29 00:00:00.0000000,RO,NULL,NULL,0,1.000,0,NULL,NULL
